  image_id,X,Y,W,H
000331.png,0.49597057499999997,0.65973055,0.66115355,0.1918205
000335.png,0.51522085,0.0626018605,0.60113966,0.098360285
000336.png,0.49997345000000004,0.28338102,0.6255739,0.17332006
000337.png,0.5067092799999999,0.08636706699999999,0.6981974,0.11853443
000340.png,0.5053529,0.811476,0.6867131,0.140288
000344.png,0.498469605,0.8324086650000001,0.69139975,0.11953187
000345.png,0.49499820000000005,0.131733665,0.6770787,0.11877481
000349.png,0.51851505,0.8669547,0.6632916,0.2013874
000353.png,0.48866721,0.73167127,0.6899049,0.23508024
000354.png,0.50287828,0.5993179049999999,0.6530694,0.18188441
000355.png,0.4943027,0.83554836,0.66260254,0.11777592
000358.png,0.5088312,0.057275742,0.5702002,0.08782488
000359.png,0.50598978,0.19363344500000002,0.6730252,0.14035867
000360.png,0.4858968,0.8173445724999999,0.6188003,0.121824145
000363.png,0.49896109,0.788082475,0.7038115,0.22698355
000364.png,0.51573219,0.061810471,0.6325942,0.088541016
000367.png,0.49316637,0.162910455,0.65802026,0.12188151
000368.png,0.490198985,0.409872925,0.65114325,0.15187061
000369.png,0.49896828000000004,0.18723054,0.63809216,0.14736846
000371.png,0.49314543,0.67026029,0.6810378,0.16017318
000372.png,0.489127575,0.9015596100000001,0.68634343,0.19688082
000373.png,0.50564566,0.13442132,0.6468133,0.10962176
000376.png,0.49248365,0.68619067,0.6625187,0.11813164
000377.png,0.49374574,0.45522162499999996,0.6552062,0.17499453
000381.png,0.5130781200000001,0.84174323,0.70553136,0.08855116
000382.png,0.49464453999999997,0.053567504,0.6325116,0.09814592
000386.png,0.49421916,0.57631032,0.6492326,0.14029384
000391.png,0.49803980999999997,0.15063919,0.6626567,0.12911695
000392.png,0.49173864,0.078081198,0.6657296,0.13125512
000395.png,0.48118892,0.69161714,0.6426781,0.12870228
000396.png,0.49027731,0.106330542,0.68459064,0.12063789
000400.png,0.5060330900000001,0.273648595,0.6658304,0.15252225
000401.png,0.48924152,0.0730142665,0.6670826,0.096685365
000404.png,0.49947473000000003,0.80198625,0.7248752,0.2350477
000409.png,0.48539592,0.36998645,0.67027664,0.13587916
000415.png,0.50478417,0.13057548000000002,0.71214354,0.11765116
000417.png,0.496154445,0.889431235,0.71156955,0.19114101
000418.png,0.51236448,0.50516336,0.60252976,0.13983098
000419.png,0.5645304,0.135642215,0.5360232,0.11200321
000422.png,0.49076195,0.092417368,0.7164754,0.14451799
000423.png,0.50130769,0.19441403499999999,0.6917571,0.16682371
000424.png,0.49026629499999996,0.81705535,0.71248543,0.133775
000432.png,0.4764564,0.40092769,0.6173276,0.13817418
000433.png,0.49558609,0.13676676,0.6862235,0.11963192
000436.png,0.48963884999999996,0.909938555,0.6780436,0.18012291
000437.png,0.49437545000000005,0.045910721,0.6375207,0.08637693
000440.png,0.49342503,0.8398507599999999,0.73085636,0.12844372
000441.png,0.48767471500000004,0.49863320499999997,0.63428295,0.10824585
000446.png,0.5015901700000001,0.16031351500000002,0.6667492,0.14719367
000447.png,0.4828898,0.095604064,0.682337,0.14431334
000450.png,0.6353986899999999,0.707498268,0.29253098,0.101768136
000451.png,0.49706478,0.86417365,0.64966756,0.1303935
000454.png,0.5086821,0.84249233,0.7176472,0.12658226
000455.png,0.492836565,0.17743757,0.62693155,0.11893436
000456.png,0.47218702,0.094751396,0.7102537,0.1460557
000459.png,0.50239291,0.77338726,0.6994415,0.23188198
000460.png,0.49190657,0.079318976,0.7052959,0.13223062
000464.png,0.37955354,0.3329474,0.40140772,0.10023868
000469.png,0.49505952,0.104189746,0.67356396,0.1597718
000472.png,0.498150855,0.87134892,0.80293673,0.14794552
000473.png,0.482523295,0.48448535000000004,0.67059755,0.1407753
000474.png,0.491499635,0.126579106,0.70360273,0.13204816
000478.png,0.492441745,0.14955311999999998,0.68996525,0.1367676
000479.png,0.49914214999999995,0.071551776,0.73597556,0.11793114
000482.png,0.49457218,0.67538539,0.68703264,0.15856278
000483.png,0.47893098,0.85495339,0.7355985,0.13890898
000486.png,0.5004899,0.8343055875000001,0.6489363,0.108854175
000487.png,0.49666104,0.24928009,0.6732035,0.1636398
000491.png,0.49436361,0.80810652,0.6792346,0.10432744
000492.png,0.49290597999999997,0.08524216700000001,0.6620786,0.13859123
000495.png,0.48936114,0.135563701,0.6980683,0.11371067
000496.png,0.48881019,0.418945585,0.65757614,0.11307597
000500.png,0.49465296,0.899097455,0.7076155,0.20180511
000501.png,0.48693478,0.090936682,0.67122316,0.14467339
000504.png,0.49618143,0.858334995,0.78857994,0.12849939
000505.png,0.48204705000000003,0.50211489,0.6768037,0.13868952
000509.png,0.4802707,0.7136209725,0.6835875,0.119647145
000510.png,0.49334115,0.071738787,0.6920136,0.12820667
000515.png,0.483836025,0.85504994,0.67343855,0.14233708
000518.png,0.50099431,0.846568345,0.74339926,0.14084697
000519.png,0.485146565,0.125328275,0.73540777,0.14943165
000522.png,0.4906637,0.805684445,0.73269814,0.15464675
000523.png,0.48665474,0.6951004350000001,0.6783604,0.16064227
000524.png,0.49054261499999996,0.82594861,0.72023803,0.15534782
000527.png,0.494820805,0.86196629,0.70159173,0.19828618
000528.png,0.49225141,0.222698795,0.65436226,0.15734693
000529.png,0.49925765,0.11293075,0.639068,0.1725679
000532.png,0.5128235800000001,0.817843125,0.72113466,0.19241285
000533.png,0.476723209,0.089914501,0.71176517,0.14184928
000537.png,0.37338434,0.392615345,0.40450972,0.10901189
000542.png,0.492627515,0.102639067,0.68729955,0.15995345
000543.png,0.49908513,0.088829164,0.6810255,0.1012363
000546.png,0.49967566,0.554276055,0.68092346,0.23754919
000547.png,0.53166283,0.882448915,0.6065519,0.14344049
000551.png,0.51617589,0.103618732,0.7421851,0.14866477
000552.png,0.48540459999999996,0.84076147,0.7484272,0.15110934
000554.png,0.5035567400000001,0.8597264499999999,0.74159646,0.1517433
000555.png,0.48410964999999995,0.668703265,0.6568833,0.15419233
000556.png,0.4843522,0.76522726,0.71670026,0.30096602
000559.png,0.877167435,0.9624028499999999,0.24566513,0.0751943
000560.png,0.498294265,0.199582245,0.70275533,0.14858037
000561.png,0.476606105,0.103865854,0.74224865,0.15578319
000564.png,0.49087738000000003,0.7539958999999999,0.668164,0.2093463
000565.png,0.48648679,0.8496305399999999,0.7175543,0.1593318
000568.png,0.49158941,0.8337522799999999,0.7584913,0.15816796
000569.png,0.48824813,0.404879395,0.6471153,0.15406913
000573.png,0.48613700000000004,0.9022252449999999,0.7064226,0.19554949
000578.png,0.47745745,0.390148195,0.59779686,0.13349813
000582.png,0.509272075,0.8810916,0.69967747,0.20311046
000583.png,0.501551435,0.060727713,0.65735143,0.11222558
000584.png,0.49602618499999995,0.1101007,0.72721297,0.176586
000588.png,0.48701015000000003,0.094368283,0.6674462,0.1470811
000592.png,0.51299735,0.334990715,0.6771181,0.18750829
000639.png,0.48767933,0.8082107300000001,0.70695996,0.20769238
000646.png,0.48887126000000003,0.085778925,0.6650572,0.10632707
000647.png,0.5077,0.173652375,0.6719649,0.16094823
000648.png,0.5086468749999999,0.080285611,0.61376023,0.11186753
000651.png,0.48793576,0.775731445,0.7525269,0.23702419
000656.png,0.4989176,0.24578670000000002,0.6791274,0.19056934
000661.png,0.48797414,0.82933008,0.6928236,0.12674224
000906.png,0.50134864,0.15823699,0.6418743,0.13454726
000910.png,0.50265059,0.31083336,0.6509539,0.17802902
000911.png,0.4966444,0.829340515,0.7149718,0.12741911
000915.png,0.50681073,0.8304731225,0.6739384,0.112962365
000919.png,0.49906681999999997,0.47873059,0.6603604,0.17238146
000924.png,0.496550705,0.06252253199999999,0.65542805,0.10815135
000928.png,0.48984064,0.646108925,0.6487702,0.14051259
000929.png,0.49428552,0.10471706700000001,0.6464306,0.16336563
000933.png,0.49684623000000006,0.142334915,0.66323304,0.14495495
000937.png,0.49306505,0.682740275,0.6664053,0.21230805
000942.png,0.49618927999999995,0.249793235,0.6608976,0.18342829
000943.png,0.500636665,0.10427296900000001,0.65163755,0.16909957
000945.png,0.50044199,0.7622221,0.7000265,0.2263186
000946.png,0.5114021599999999,0.855150345,0.6600628,0.13932157
000951.png,0.47824677,0.43868560500000003,0.5609114,0.13908085
000952.png,0.48779620999999995,0.082250749,0.6612009,0.1394529
000955.png,0.51147251,0.80236086,0.66258514,0.21045732
000956.png,0.48365556,0.0576161705,0.61802906,0.076544315
000959.png,0.5008698,0.83877319,0.6825048,0.10557008
000960.png,0.49768998000000003,0.581097645,0.6599407,0.15710449
000961.png,0.4908671,0.825446025,0.6497882,0.09652245
000964.png,0.4955097,0.773642175,0.6846578,0.25427055
000965.png,0.49304863,0.20770127,0.6570525,0.12776798
000966.png,0.48775616,0.069638814,0.6799446,0.09739281
000970.png,0.49951086,0.8174894399999999,0.6451608,0.23669708
000973.png,0.49041035,0.11398175899999999,0.6743504,0.18078297
000979.png,0.48395246000000003,0.0501350066,0.6571894,0.08505858
000983.png,0.49193878,0.58432025,0.68269306,0.1517669
000984.png,0.4909344,0.094693281,0.67382264,0.15426606
000987.png,0.49164839,0.078335064,0.6953969,0.0963105
000992.png,0.48997857999999994,0.69737291,0.64302564,0.13046694
000993.png,0.5084305499999999,0.88238609,0.6578493,0.15107632
000997.png,0.506794895,0.26387945,0.66280895,0.17077196
001001.png,0.513523375,0.798062465,0.72569895,0.15308213
001002.png,0.47414773,0.841284495,0.6320354,0.13354099
001005.png,0.4811923,0.782317315,0.6712666,0.15240943
001006.png,0.49415515,0.40615111,0.6585833,0.16076636
001011.png,0.49439173999999997,0.088797764,0.6514436,0.14002374
001015.png,0.493442595,0.5380417,0.68274367,0.16757134
001016.png,0.50640062,0.068797236,0.6403891,0.09156369
001019.png,0.495240525,0.80602595,0.73564285,0.1346991
001021.png,0.49632219,0.0835531075,0.688882,0.103027895
001024.png,0.49490506999999995,0.70227345,0.65201384,0.1740483
001028.png,0.48639323,0.11178564499999999,0.6483661,0.12270795
001029.png,0.502126305,0.256580325,0.65474975,0.15894479
001033.png,0.51521522,0.8013007799999999,0.7217122,0.21004856
001034.png,0.49755333,0.8522486675,0.63367116,0.104099035
001039.png,0.5079578650000001,0.8086401249999999,0.75836325,0.23510551
001040.png,0.50080411,0.341371055,0.63938856,0.14943665
001042.png,0.43794082,0.42289865,0.5100398,0.09190786
001047.png,0.497164505,0.062876862,0.68918055,0.08692749
001051.png,0.500102815,0.62395541,0.64080775,0.21090782
001052.png,0.49523541,0.097421184,0.67399216,0.103717804
001056.png,0.48190512,0.23299910499999998,0.6717231,0.17512551
001057.png,0.48705782999999997,0.08486914400000001,0.6983069,0.12989753
001061.png,0.50299718,0.86150518,0.7115687,0.15147316
001065.png,0.47296334500000003,0.361701815,0.58612955,0.11873263
001066.png,0.493448285,0.8386784150000001,0.69213337,0.11909115
001069.png,0.49947528,0.909086258,0.68112826,0.099576116
001070.png,0.48730486000000006,0.10173997500000001,0.6919532,0.11311625
001074.png,0.50326004,0.48539798500000003,0.6914659,0.17976621
001075.png,0.50307805,0.7909866,0.7344557,0.2807945
001078.png,0.49247429,0.81763505,0.7422468,0.1328739
001079.png,0.47658310000000004,0.073675097,0.6650268,0.12200317
001083.png,0.492344185,0.704551455,0.67082345,0.15663123
001084.png,0.4923702,0.12029591,0.6532039,0.1143848
001088.png,0.48678253,0.26296094,0.65241414,0.17952788
001089.png,0.49045565999999996,0.07811061500000001,0.66963416,0.12750468
001092.png,0.50108367,0.77679239,0.70367,0.20772338
001093.png,0.49082503,0.094309531,0.6950484,0.14967361
001097.png,0.49608943000000005,0.34078338,0.6401223,0.16621536
001098.png,0.50220268,0.103987247,0.6511377,0.16452095
